generation,mean_p,sd_p,hawk_freq,n,k,early_stop,ess
1,0.52491,0.3034,0.52491,100,40,true,0.66667
2,0.57767,0.27945,0.57767,100,40,true,0.66667
3,0.59532,0.27798,0.59532,100,40,true,0.66667
4,0.57641,0.2806,0.57641,100,40,true,0.66667
5,0.60333,0.26604,0.60333,100,40,true,0.66667
6,0.69724,0.23388,0.69724,100,40,true,0.66667
7,0.68874,0.21623,0.68874,100,34,false,0.66667
8,0.67831,0.22687,0.67831,100,32,false,0.66667
9,0.66231,0.23886,0.66231,101,31,false,0.66667
10,0.65345,0.25441,0.65345,100,38,false,0.66667
11,0.69412,0.24292,0.69412,100,40,true,0.66667
12,0.71631,0.2266,0.71631,100,30,false,0.66667
13,0.72377,0.22474,0.72377,100,22,false,0.66667
14,0.72482,0.22983,0.72482,100,23,false,0.66667
15,0.69495,0.23761,0.69495,100,27,false,0.66667
16,0.69982,0.22984,0.69982,100,28,false,0.66667
17,0.67397,0.23127,0.67397,100,24,false,0.66667
18,0.70703,0.2233,0.70703,100,30,false,0.66667
19,0.70183,0.2227,0.70183,100,24,false,0.66667
20,0.70509,0.22002,0.70509,100,23,false,0.66667
21,0.7003,0.22499,0.7003,101,20,false,0.66667
22,0.71346,0.21906,0.71346,100,16,false,0.66667
23,0.72299,0.22344,0.72299,100,20,false,0.66667
24,0.71416,0.2262,0.71416,100,19,false,0.66667
25,0.70965,0.22857,0.70965,100,24,false,0.66667
26,0.7028,0.23443,0.7028,101,26,false,0.66667
27,0.71615,0.23181,0.71615,100,26,false,0.66667
28,0.70209,0.23767,0.70209,100,22,false,0.66667
29,0.69678,0.25238,0.69678,100,31,false,0.66667
30,0.6762,0.25058,0.6762,100,24,false,0.66667
31,0.65023,0.24903,0.65023,100,31,false,0.66667
32,0.67388,0.22721,0.67388,100,38,false,0.66667
33,0.66418,0.22304,0.66418,100,24,false,0.66667
34,0.68702,0.22951,0.68702,100,36,false,0.66667
35,0.70825,0.22666,0.70825,101,34,false,0.66667
36,0.70581,0.23529,0.70581,100,25,false,0.66667
37,0.69444,0.2378,0.69444,100,32,false,0.66667
38,0.70465,0.22681,0.70465,100,18,false,0.66667
39,0.71258,0.2286,0.71258,100,25,false,0.66667
40,0.70764,0.23506,0.70764,100,26,false,0.66667
41,0.71379,0.23001,0.71379,100,21,false,0.66667
42,0.7145,0.23536,0.7145,100,19,false,0.66667
43,0.70209,0.23206,0.70209,100,27,false,0.66667
44,0.68337,0.22628,0.68337,100,23,false,0.66667
45,0.73855,0.21919,0.73855,100,33,false,0.66667
46,0.75725,0.21743,0.75725,100,20,false,0.66667
47,0.74295,0.22759,0.74295,100,13,false,0.66667
48,0.71902,0.22859,0.71902,100,18,false,0.66667
49,0.75103,0.22527,0.75103,100,25,false,0.66667
50,0.74113,0.22697,0.74113,100,18,false,0.66667
51,0.7259,0.22704,0.7259,100,14,false,0.66667
52,0.71599,0.23259,0.71599,100,16,false,0.66667
53,0.69912,0.2344,0.69912,100,22,false,0.66667
54,0.69687,0.22968,0.69687,100,19,false,0.66667
55,0.68923,0.21856,0.68923,100,32,false,0.66667
56,0.69847,0.21549,0.69847,100,27,false,0.66667
57,0.70836,0.21411,0.70836,100,31,false,0.66667
58,0.68465,0.22059,0.68465,100,25,false,0.66667
59,0.65727,0.23136,0.65727,100,28,false,0.66667
60,0.66306,0.22385,0.66306,100,37,false,0.66667
61,0.66349,0.22428,0.66349,100,37,false,0.66667
62,0.72023,0.20333,0.72023,100,32,false,0.66667
63,0.72393,0.18694,0.72393,100,21,false,0.66667
64,0.7172,0.18506,0.7172,100,11,false,0.66667
65,0.71629,0.18867,0.71629,100,16,false,0.66667
66,0.70304,0.1931,0.70304,100,21,false,0.66667
67,0.70748,0.18518,0.70748,100,23,false,0.66667
68,0.69727,0.17922,0.69727,100,21,false,0.66667
69,0.68919,0.17977,0.68919,100,26,false,0.66667
70,0.69144,0.17382,0.69144,100,26,false,0.66667
71,0.6914,0.19116,0.6914,100,31,false,0.66667
72,0.70049,0.18066,0.70049,100,22,false,0.66667
73,0.68631,0.1884,0.68631,100,39,false,0.66667
74,0.67984,0.17764,0.67984,100,34,false,0.66667
75,0.70052,0.16874,0.70052,100,39,false,0.66667
76,0.68911,0.176,0.68911,100,31,false,0.66667
77,0.68174,0.1899,0.68174,100,38,false,0.66667
78,0.69972,0.15168,0.69972,100,24,false,0.66667
79,0.68095,0.1477,0.68095,100,23,false,0.66667
80,0.6979,0.13714,0.6979,100,38,false,0.66667
81,0.69378,0.14481,0.69378,100,31,false,0.66667
82,0.67715,0.13086,0.67715,100,20,false,0.66667
83,0.69687,0.12922,0.69687,100,38,false,0.66667
84,0.71882,0.13017,0.71882,100,32,false,0.66667
85,0.71087,0.12469,0.71087,100,20,false,0.66667
86,0.69845,0.1193,0.69845,100,21,false,0.66667
87,0.70932,0.12615,0.70932,101,26,false,0.66667
88,0.71747,0.12905,0.71747,100,25,false,0.66667
89,0.73122,0.13024,0.73122,100,25,false,0.66667
90,0.72719,0.1318,0.72719,100,17,false,0.66667
91,0.72574,0.12922,0.72574,100,10,false,0.66667
92,0.72955,0.1316,0.72955,100,30,false,0.66667
93,0.71773,0.12131,0.71773,100,17,false,0.66667
94,0.736,0.12775,0.736,100,21,false,0.66667
95,0.73942,0.13124,0.73942,100,18,false,0.66667
96,0.74442,0.13413,0.74442,100,14,false,0.66667
97,0.73784,0.13117,0.73784,100,16,false,0.66667
98,0.73551,0.13217,0.73551,100,19,false,0.66667
99,0.74538,0.13435,0.74538,100,14,false,0.66667
100,0.74881,0.1348,0.74881,100,21,false,0.66667
101,0.74179,0.13435,0.74179,100,14,false,0.66667
102,0.75608,0.14093,0.75608,100,22,false,0.66667
103,0.75178,0.13746,0.75178,100,13,false,0.66667
104,0.7438,0.1331,0.7438,100,13,false,0.66667
105,0.74368,0.13467,0.74368,100,12,false,0.66667
106,0.75214,0.13835,0.75214,100,18,false,0.66667
107,0.75049,0.14042,0.75049,100,14,false,0.66667
108,0.74325,0.13843,0.74325,100,18,false,0.66667
109,0.71663,0.13093,0.71663,100,20,false,0.66667
110,0.70974,0.12948,0.70974,100,21,false,0.66667
111,0.71282,0.1273,0.71282,100,27,false,0.66667
112,0.70575,0.12065,0.70575,100,19,false,0.66667
113,0.70048,0.11677,0.70048,100,31,false,0.66667
114,0.68169,0.10106,0.68169,100,25,false,0.66667
115,0.68145,0.10589,0.68145,100,35,false,0.66667
116,0.68571,0.1032,0.68571,101,31,false,0.66667
117,0.67295,0.09353,0.67295,100,36,false,0.66667
118,0.68053,0.10172,0.68053,100,33,false,0.66667
119,0.69258,0.10364,0.69258,100,36,false,0.66667
120,0.69405,0.10977,0.69405,100,30,false,0.66667
121,0.67567,0.0916,0.67567,100,26,false,0.66667
122,0.67481,0.08794,0.67481,100,30,false,0.66667
123,0.68128,0.09489,0.68128,100,32,false,0.66667
124,0.68193,0.09272,0.68193,100,29,false,0.66667
125,0.68618,0.09613,0.68618,100,29,false,0.66667
126,0.68347,0.0964,0.68347,100,36,false,0.66667
127,0.69351,0.09708,0.69351,100,27,false,0.66667
128,0.70197,0.09564,0.70197,100,32,false,0.66667
129,0.70138,0.09521,0.70138,101,20,false,0.66667
130,0.69499,0.09467,0.69499,100,31,false,0.66667
131,0.69793,0.10672,0.69793,100,25,false,0.66667
132,0.68581,0.09048,0.68581,100,27,false,0.66667
133,0.6746,0.07584,0.6746,100,21,false,0.66667
134,0.67491,0.07247,0.67491,100,36,false,0.66667
135,0.67245,0.06821,0.67245,100,40,true,0.66667
136,0.67461,0.0682,0.67461,100,33,false,0.66667
137,0.6644,0.05283,0.6644,100,33,false,0.66667
138,0.6649,0.05155,0.6649,100,40,true,0.66667
139,0.66117,0.04207,0.66117,100,34,false,0.66667
140,0.65747,0.0433,0.65747,100,35,false,0.66667
141,0.65712,0.04512,0.65712,100,36,false,0.66667
142,0.65665,0.04291,0.65665,100,27,false,0.66667
143,0.65843,0.04529,0.65843,100,35,false,0.66667
144,0.65689,0.04814,0.65689,100,38,false,0.66667
145,0.6571,0.04979,0.6571,100,40,true,0.66667
146,0.65701,0.04766,0.65701,101,30,false,0.66667
147,0.6617,0.04942,0.6617,100,29,false,0.66667
148,0.6605,0.05267,0.6605,100,27,false,0.66667
149,0.66481,0.05021,0.66481,100,36,false,0.66667
150,0.66454,0.05167,0.66454,100,30,false,0.66667
151,0.66712,0.04661,0.66712,100,26,false,0.66667
152,0.66518,0.05122,0.66518,100,37,false,0.66667
153,0.6549,0.05444,0.6549,100,33,false,0.66667
154,0.65805,0.05833,0.65805,100,29,false,0.66667
155,0.65672,0.05534,0.65672,101,37,false,0.66667
156,0.66092,0.05646,0.66092,100,40,true,0.66667
157,0.65864,0.06229,0.65864,100,28,false,0.66667
158,0.6546,0.06182,0.6546,100,26,false,0.66667
159,0.65142,0.06606,0.65142,100,40,true,0.66667
160,0.64949,0.06666,0.64949,100,40,true,0.66667
161,0.64392,0.067,0.64392,100,34,false,0.66667
162,0.64524,0.07635,0.64524,101,35,false,0.66667
163,0.64709,0.07239,0.64709,100,40,true,0.66667
164,0.64949,0.06786,0.64949,101,38,false,0.66667
165,0.65506,0.07176,0.65506,100,40,true,0.66667
166,0.661,0.06464,0.661,100,35,false,0.66667
167,0.65593,0.06714,0.65593,100,29,false,0.66667
168,0.65472,0.06972,0.65472,100,33,false,0.66667
169,0.64961,0.07585,0.64961,100,40,true,0.66667
170,0.65009,0.06824,0.65009,100,35,false,0.66667
171,0.65395,0.07428,0.65395,100,40,true,0.66667
172,0.6605,0.06479,0.6605,100,37,false,0.66667
173,0.65225,0.06414,0.65225,100,31,false,0.66667
174,0.65369,0.06462,0.65369,100,38,false,0.66667
175,0.65875,0.05784,0.65875,100,29,false,0.66667
176,0.65549,0.05941,0.65549,100,40,true,0.66667
177,0.65914,0.06261,0.65914,100,27,false,0.66667
178,0.66372,0.06806,0.66372,100,38,false,0.66667
179,0.66378,0.06601,0.66378,100,28,false,0.66667
180,0.65497,0.06658,0.65497,100,38,false,0.66667
181,0.65332,0.05084,0.65332,101,39,false,0.66667
182,0.65809,0.04684,0.65809,100,40,true,0.66667
183,0.64323,0.04505,0.64323,100,40,true,0.66667
184,0.64229,0.04701,0.64229,100,40,true,0.66667
185,0.64844,0.04847,0.64844,100,36,false,0.66667
186,0.65006,0.0513,0.65006,100,40,true,0.66667
187,0.65947,0.05272,0.65947,100,35,false,0.66667
188,0.66496,0.05493,0.66496,100,40,true,0.66667
189,0.66707,0.05437,0.66707,100,29,false,0.66667
190,0.67247,0.05332,0.67247,102,24,false,0.66667
191,0.66813,0.05336,0.66813,100,25,false,0.66667
192,0.66463,0.05334,0.66463,100,22,false,0.66667
193,0.66581,0.05371,0.66581,100,30,false,0.66667
194,0.66775,0.05627,0.66775,100,33,false,0.66667
195,0.67061,0.05612,0.67061,100,25,false,0.66667
196,0.66892,0.05726,0.66892,100,27,false,0.66667
197,0.66049,0.05637,0.66049,100,33,false,0.66667
198,0.65324,0.05057,0.65324,100,32,false,0.66667
199,0.65216,0.052,0.65216,100,26,false,0.66667
200,0.65212,0.0533,0.65212,100,39,false,0.66667
201,0.65882,0.05299,0.65882,100,35,false,0.66667
202,0.66418,0.05206,0.66418,100,40,true,0.66667
203,0.6678,0.05174,0.6678,101,39,false,0.66667
204,0.66993,0.05262,0.66993,100,31,false,0.66667
205,0.67194,0.05201,0.67194,100,29,false,0.66667
206,0.67439,0.04983,0.67439,100,40,true,0.66667
207,0.67816,0.04898,0.67816,100,26,false,0.66667
208,0.67468,0.05012,0.67468,100,32,false,0.66667
209,0.67663,0.04892,0.67663,100,28,false,0.66667
210,0.6717,0.05066,0.6717,100,39,false,0.66667
211,0.68071,0.04648,0.68071,100,39,false,0.66667
212,0.67905,0.04838,0.67905,100,30,false,0.66667
213,0.67357,0.04798,0.67357,100,29,false,0.66667
214,0.67289,0.04806,0.67289,100,24,false,0.66667
215,0.67541,0.04811,0.67541,100,36,false,0.66667
216,0.6825,0.0472,0.6825,100,27,false,0.66667
217,0.68018,0.04722,0.68018,100,24,false,0.66667
218,0.68071,0.04781,0.68071,100,32,false,0.66667
219,0.68086,0.04838,0.68086,100,31,false,0.66667
220,0.68156,0.04757,0.68156,100,30,false,0.66667
221,0.68463,0.04653,0.68463,101,27,false,0.66667
222,0.68818,0.04601,0.68818,100,25,false,0.66667
223,0.68847,0.0451,0.68847,100,27,false,0.66667
224,0.69071,0.04413,0.69071,100,30,false,0.66667
225,0.69591,0.04248,0.69591,101,32,false,0.66667
226,0.69873,0.04043,0.69873,100,27,false,0.66667
227,0.70347,0.03386,0.70347,100,31,false,0.66667
228,0.70173,0.03815,0.70173,100,18,false,0.66667
229,0.70325,0.0353,0.70325,100,27,false,0.66667
230,0.69882,0.03679,0.69882,100,26,false,0.66667
231,0.70105,0.03558,0.70105,100,25,false,0.66667
232,0.70634,0.03121,0.70634,101,37,false,0.66667
233,0.70992,0.03015,0.70992,100,26,false,0.66667
234,0.707,0.03262,0.707,100,22,false,0.66667
235,0.70522,0.03384,0.70522,100,30,false,0.66667
236,0.70885,0.03196,0.70885,100,25,false,0.66667
237,0.71312,0.03194,0.71312,100,19,false,0.66667
238,0.71085,0.0324,0.71085,100,29,false,0.66667
239,0.71191,0.03075,0.71191,100,16,false,0.66667
240,0.71147,0.03159,0.71147,100,13,false,0.66667
241,0.71191,0.02527,0.71191,100,23,false,0.66667
242,0.71074,0.02694,0.71074,100,16,false,0.66667
243,0.71205,0.02804,0.71205,100,21,false,0.66667
244,0.7099,0.03166,0.7099,100,24,false,0.66667
245,0.71244,0.03161,0.71244,100,24,false,0.66667
246,0.71429,0.02955,0.71429,100,18,false,0.66667
247,0.7154,0.02996,0.7154,100,22,false,0.66667
248,0.71745,0.0279,0.71745,100,24,false,0.66667
249,0.71479,0.02781,0.71479,100,18,false,0.66667
250,0.7107,0.03308,0.7107,100,25,false,0.66667
251,0.71042,0.0355,0.71042,100,22,false,0.66667
252,0.71174,0.03507,0.71174,100,17,false,0.66667
253,0.70928,0.03512,0.70928,100,29,false,0.66667
254,0.70758,0.03515,0.70758,100,32,false,0.66667
255,0.71006,0.03164,0.71006,100,21,false,0.66667
256,0.70683,0.03267,0.70683,100,26,false,0.66667
257,0.70909,0.03263,0.70909,100,25,false,0.66667
258,0.7108,0.03274,0.7108,100,24,false,0.66667
259,0.71208,0.03186,0.71208,100,22,false,0.66667
260,0.71104,0.03362,0.71104,101,30,false,0.66667
261,0.71513,0.03677,0.71513,100,28,false,0.66667
262,0.7178,0.03746,0.7178,100,22,false,0.66667
263,0.71523,0.03317,0.71523,100,15,false,0.66667
264,0.71629,0.03641,0.71629,100,18,false,0.66667
265,0.71292,0.03453,0.71292,100,24,false,0.66667
266,0.71269,0.0351,0.71269,100,22,false,0.66667
267,0.70946,0.03635,0.70946,100,25,false,0.66667
268,0.71035,0.03565,0.71035,100,27,false,0.66667
269,0.70928,0.04037,0.70928,100,30,false,0.66667
270,0.70769,0.03798,0.70769,100,25,false,0.66667
271,0.71166,0.03944,0.71166,100,27,false,0.66667
272,0.71215,0.04234,0.71215,100,21,false,0.66667
273,0.71268,0.042,0.71268,100,20,false,0.66667
274,0.71581,0.03867,0.71581,100,15,false,0.66667
275,0.71958,0.03396,0.71958,100,26,false,0.66667
276,0.71736,0.03497,0.71736,100,29,false,0.66667
277,0.71586,0.03976,0.71586,100,33,false,0.66667
278,0.71599,0.04291,0.71599,100,22,false,0.66667
279,0.71681,0.04247,0.71681,100,25,false,0.66667
280,0.71453,0.04182,0.71453,100,13,false,0.66667
281,0.71587,0.0422,0.71587,100,15,false,0.66667
282,0.70992,0.04498,0.70992,100,27,false,0.66667
283,0.70112,0.04829,0.70112,100,23,false,0.66667
284,0.69763,0.04928,0.69763,100,26,false,0.66667
285,0.6984,0.05131,0.6984,100,20,false,0.66667
286,0.69625,0.05675,0.69625,100,30,false,0.66667
287,0.70014,0.05771,0.70014,100,25,false,0.66667
288,0.70063,0.06151,0.70063,100,36,false,0.66667
289,0.69444,0.05853,0.69444,100,26,false,0.66667
290,0.69455,0.05808,0.69455,100,26,false,0.66667
291,0.69177,0.05958,0.69177,100,33,false,0.66667
292,0.68421,0.05803,0.68421,100,30,false,0.66667
293,0.68677,0.05494,0.68677,100,29,false,0.66667
294,0.69519,0.05343,0.69519,100,25,false,0.66667
295,0.69987,0.05455,0.69987,100,27,false,0.66667
296,0.70704,0.05367,0.70704,102,31,false,0.66667
297,0.70467,0.05639,0.70467,100,18,false,0.66667
298,0.69889,0.05634,0.69889,100,23,false,0.66667
299,0.6935,0.05646,0.6935,100,25,false,0.66667
300,0.69487,0.0551,0.69487,100,31,false,0.66667
301,0.69936,0.05334,0.69936,100,27,false,0.66667
302,0.69919,0.05386,0.69919,100,24,false,0.66667
303,0.69764,0.04739,0.69764,100,25,false,0.66667
304,0.69325,0.05342,0.69325,100,23,false,0.66667
305,0.69346,0.05606,0.69346,100,28,false,0.66667
306,0.68755,0.05763,0.68755,100,23,false,0.66667
307,0.6883,0.05821,0.6883,100,31,false,0.66667
308,0.6943,0.05494,0.6943,100,37,false,0.66667
309,0.70184,0.05828,0.70184,100,30,false,0.66667
310,0.70163,0.05707,0.70163,100,17,false,0.66667
311,0.70176,0.05765,0.70176,100,23,false,0.66667
312,0.70562,0.05676,0.70562,100,22,false,0.66667
313,0.71094,0.05262,0.71094,100,21,false,0.66667
314,0.70201,0.05568,0.70201,100,27,false,0.66667
315,0.69939,0.05932,0.69939,100,24,false,0.66667
316,0.70311,0.05874,0.70311,100,25,false,0.66667
317,0.70552,0.05225,0.70552,100,27,false,0.66667
318,0.71105,0.05295,0.71105,100,32,false,0.66667
319,0.70796,0.05932,0.70796,100,35,false,0.66667
320,0.69994,0.05543,0.69994,100,21,false,0.66667
321,0.70409,0.05824,0.70409,100,28,false,0.66667
322,0.70724,0.05734,0.70724,100,27,false,0.66667
323,0.70715,0.05723,0.70715,100,24,false,0.66667
324,0.70658,0.05074,0.70658,100,27,false,0.66667
325,0.7028,0.05757,0.7028,100,33,false,0.66667
326,0.70202,0.05839,0.70202,100,22,false,0.66667
327,0.69967,0.06043,0.69967,100,30,false,0.66667
328,0.70519,0.05752,0.70519,100,27,false,0.66667
329,0.70609,0.05162,0.70609,100,27,false,0.66667
330,0.70805,0.04926,0.70805,100,33,false,0.66667
331,0.71411,0.05114,0.71411,100,26,false,0.66667
332,0.70841,0.0549,0.70841,100,18,false,0.66667
333,0.70667,0.05739,0.70667,100,25,false,0.66667
334,0.70352,0.05373,0.70352,100,15,false,0.66667
335,0.70644,0.05538,0.70644,100,26,false,0.66667
336,0.7091,0.05189,0.7091,100,29,false,0.66667
337,0.70929,0.0582,0.70929,100,28,false,0.66667
338,0.70367,0.05791,0.70367,100,22,false,0.66667
339,0.69509,0.05645,0.69509,100,31,false,0.66667
340,0.69055,0.05751,0.69055,100,26,false,0.66667
341,0.6872,0.05853,0.6872,100,32,false,0.66667
342,0.69132,0.05961,0.69132,100,32,false,0.66667
343,0.68782,0.06435,0.68782,100,28,false,0.66667
344,0.68434,0.06481,0.68434,100,32,false,0.66667
345,0.67834,0.06309,0.67834,100,28,false,0.66667
346,0.69028,0.06418,0.69028,100,36,false,0.66667
347,0.69302,0.06259,0.69302,100,24,false,0.66667
348,0.69578,0.05986,0.69578,100,22,false,0.66667
349,0.69712,0.0627,0.69712,100,30,false,0.66667
350,0.69432,0.06558,0.69432,100,16,false,0.66667
